Username,Followers,Confidence,Score_tag,Agreement,Subjectivity,Irony,Tweet
ActualGarbage19,3,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
SGrafts,1912,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
JesseWrijil,177,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
nathanialpatrik,1111,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""This is a hard one, will sit this one out ehh"""
mmartilivess,1514,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
iamleopardmoth,795,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Spewing out dark phoenix faster than you can new mutants?! Marvel the new old game of thrones??"""
Todd_316,332,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Lost was perfect, people are stupid"""
jesseJIBburneka,265,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""White ppl.."""
doWhile_,52,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Arya Lothbrok"""
NinaBelle_,42,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
ElSergiost,3134,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @YouKnowLydia: Tyrion: Bran knew he would never walk again, so he learned to fly

Meera Reed: https://t.co/f7kqgscBc6"""
hawuni,254,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
SavagePenguin,68,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""@UndeadAzura I liked the ending. Lots of possibilities. New adventures for everyone. I wouldn't be surprised if Drogon has magical plans."""
ophenl,809,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
beanluver88,49,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Turbotest,1065,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @LionelMedia: Who's never seen an episode of Game of Thrones?"""
KaayGee27,248,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Tami_fashina: My Queen and I Don't Want it merchant. https://t.co/RmSowNawVf"""
TouchItMedia_,3900,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""'Game of Thrones' fans AOC and Elizabeth Warren did not like the finale https://t.co/5f1HWhSinu #mashable"""
bbraddyy,1361,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ailejandra18: Daenerys being carried away by Drogon https://t.co/uQkjcyEMWf"""
antarctix,3099,94,N,DISAGREEMENT,OBJECTIVE,NONIRONIC,"""RT @CassandraRules: Woke Mafia in Panic as Game of Thrones Slays Queen Social Justice Warrior https://t.co/1PWSX9aeSn"""
thcpacksurvives,128,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
YouSuckWTF,0,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
GroodaMedia,158,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Plastic water bottle appears in 'Game of Thrones' finale https://t.co/2cRgp5Q0MQ https://t.co/3XA2maUkXM"""
miranditta8,84,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @hardfeeIng: CERSEI LANNISTER WAS THE LAST PERSON TO SIT ON THE IRON THRONE. SHE WON THE GAME. https://t.co/hNluGhyzju"""
abiodundayo,1193,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
Big_Frenchin83,59,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
stevierut,392,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""So delightfully silly. Canal+ (France's HBO) again. https://t.co/CTvoPiguir https://t.co/7o1LHB7uHj"""
ifylauren,1240,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Fufu_Esq: Tyrion was so bad at his job that he quit and got promoted. Just like a white man"""
BenjTheDon,1071,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Holyzusss: Bran dans les rues de Kings Landing quand tout sera reconstruit https://t.co/BRvmekUaGs"""
RJRamstad98,631,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
ssarahblk,605,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
EmilioMotino,58,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
cbeggplant,155,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
Sophie_Oshay,1096,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
JkGood456,261,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @LeeDawsonPT: Still the best thing to come out of 8 seasons of Game Of Thrones https://t.co/tvQekOXSrF"""
lafodirection,3729,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
xgns96,1414,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
Gregstagram,57,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""King Bran The Pants-less, HUZZAH!!! 

#GameOfThrones #Spoiler https://t.co/zbyDwrTEib"""
mt_mags,608,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mikeapedia101: Bury her in the ocean with her ancestors who knew that death...was better than bondage https://t.co/wM1of6QHXi"""
Devilduckzz,58,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @YouKnowLydia: Tyrion: Bran knew he would never walk again, so he learned to fly

Meera Reed: https://t.co/f7kqgscBc6"""
JackPosobiec,474815,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""I guess Jon Snow thought slay queen was a suggestion instead of just a hashtag. Oops!
https://t.co/D03hQnSZKJ"""
_tfne,179,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
NaveedNRashid,169,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
ElMarkoni00,79,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
Houston_8_,1077,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
rileyhein_,203,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
MattGoldberg,9466,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
lovingsome01,3425,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @sapphicaptain: lexa, gamora, natasha and daenerys in heaven https://t.co/c3zpHntkH5"""
Iyminsoo,448,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danyskylo: daenerys stans after the finale https://t.co/NRyLNIAyYg"""
RitaRocha151,324,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @antizyrus: This shot of Drogon behind Dany #GOT https://t.co/bAol0dwOZ8"""
winterferns,194,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
honeychambs,2904,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @HenRay_DS: How much come be Drogon? https://t.co/b2j44AaOhL"""
dylwalsh2,341,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
NerdClique,8,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
kconwyg,404,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
katsisone,46,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""This is why @netflix and chill makes sense sometimes (and not @HBO because of the #GameOfThronesFinale) https://t.co/rEfE9IxJBp"""
zoeyfdeutch,254,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsTrueDany: Jason Momoa watching the Game of Thrones finale WAS ALL OF US!! https://t.co/CQaXePLVhj"""
_Jadior,480,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @hardfeeIng: CERSEI LANNISTER WAS THE LAST PERSON TO SIT ON THE IRON THRONE. SHE WON THE GAME. https://t.co/hNluGhyzju"""
n0tallondra,1339,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""i dont even watch game of thrones but bitch emilia clarke here is servin looks goddamn it"""
JackieMD96,134,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
badgalvirgy,742,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
HuffPostUK,205121,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Here's everything we know about HBO's #GameOfThrones spin-off series plans https://t.co/UEP29eDGGm"""
lmalagenesis,277,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
keenan_tw99,63,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
ThaNoble,242,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
euniqness,1372,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @urbestenemy: What if Nene was on Game of Thrones? https://t.co/O7ZbBMgdCS"""
1ndvstrial,363,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""people are complaining about how game of thrones ended badly. have you guys SEEN twin peaks?!"""
cwdubs21,169,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @JArnoldTAMU85: Generally two schools of thought on the finale of Game of Thrones https://t.co/eGLKydo04p"""
thomasetienne20,280,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Holyzusss: Bran dans les rues de Kings Landing quand tout sera reconstruit https://t.co/BRvmekUaGs"""
ChristiaanVrey,220,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""And now my watch has ended.. @ King's Landing, Westeros https://t.co/EEcRlYcXz3"""
Caroo_me,217,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
charliejsanchez,351,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @CatStaggs: ""...and I, Brienne of Tarth, am the first women to write  on Game of Thrones since season 3..."" https://t.co/iZevZvdLKy"""
being_tiger_,20555,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
zfatlee,532,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @vornietom: Very fun Bran theory from my sister @AlexofComics #GamesOfThrones https://t.co/hOcv4vxpj7"""
Anecdoche_Art,98,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
matty_atlantic,178,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@De11eDonne @RealSportsHBO @HBO I'm a ride-or-die @minnesotalynx fan, but, your heart and talent are why I'll always cheer for your success!"""
m_mont30,150,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
SLVictorJourney,22,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""@TessFowler @Kiaxet Don't worry Bran, As for as I'm concern that's ""Westeros Legs"" https://t.co/CCrX5XbXkC"""
Kpuche974,74,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @HasnainMobeen: #GameofThrones
Sam: *Tries to bring democracy to Westeros*

The Lords and Ladies: https://t.co/W5yaELJbIt"""
kuragentarou,71,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
HindoxL,541,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @blu3berr1es: some might think dany was the ultimate villain but they got it all wrong... it was bran"""
gamiori22,190,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
w_jameson54,572,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Bran the Bollocks"""
detteminuttet,2154,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RAGA"""
PhemoUnsensored,166,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @boxwine_mami: For people that don't watch Game of Thrones y'all really talk about it A LOT"""
simsimmaaa,8592,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
Lemi_16,177,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Octovianizo,268,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @handokotjung: Game of Thrones Finale. https://t.co/Knypmvak8t"""
souuums,104,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
WilderJanie,60,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Greeblehaus: If a tweet contains a bunch of names I don't recognize and can't pronounce, I assume they are talking Game of Thrones."""
lexannay7,309,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ssaksham194: Absolutely no one:

Sansa: Bran's dick doesn't work

#GameOfThrones https://t.co/5xPDJyswqI"""
furacaoalterno,626,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @AfonsoBCosta: This thread is also know as ""I slept through more than half of the show"" https://t.co/h4rUOn23s8"""
Reptile_Penguin,173,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
machinegunsara,225,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ssaksham194: Absolutely no one:

Sansa: Bran's dick doesn't work

#GameOfThrones https://t.co/5xPDJyswqI"""
dustypuppets,83,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""I did not see a point in watching Game of Thrones after they did my boy Stannis so dirty

The ONLY rightful heir https://t.co/A27vs2zmG5"""
YNews_DE,74,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""""Game of Thrones"": Der Thron und das Nichts https://t.co/RipsRcq8zw"""
LifeOfRahJr,1543,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""Dany ain't dead, Drogon took her body to Volantis to have her ressurected by the followers of Rholor/Red witches"""
Jelly_bean003,82,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
DT181100,8,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
RaaaandomShiiit,169,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""The 3r episode from the 8th of Game Thrones is giving me anxiety over 9000"""
greguzivert,920,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
andrea_sez,164,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @BuzzFeed: Sophie Turner Said The Petition To Remake ""Game Of Thrones"" Season Eight Is ""Disrespectful"" https://t.co/HfDOuelswO"""
TwiizuhL,899,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""A more civil way of handling things than brawling out like barbarians"""
itasvamp,153,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @CatStaggs: ""...and I, Brienne of Tarth, am the first women to write  on Game of Thrones since season 3..."" https://t.co/iZevZvdLKy"""
javiithebutt,219,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ManLikeGinger: Detective Drogon #GameOfThrones https://t.co/DELzFXEv5u"""
_d3javu11,254,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Catch me starting game of thrones this summer when all the hype has died down"""
MLam15,1091,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @LionelMedia: Who's never seen an episode of Game of Thrones?"""
sofiaaa_marie,795,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
shutupprosa,448,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
mmartilivess,1514,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
daenryas,352,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""daenerys is alive and there's no convincing me otherwise anymore"""
Rebecca__Belz,192,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
ChanningEllison,410,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @CatStaggs: ""...and I, Brienne of Tarth, am the first women to write  on Game of Thrones since season 3..."" https://t.co/iZevZvdLKy"""
vargasana14,198,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @maarciniegamo: Thank you, thank you. https://t.co/Pho6pMQPcu"""
TylerScruggs,3953,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @CaseyFetherston: Okay time to finally get into this show https://t.co/MczZE8ZZEO"""
W0MANSWORLD,1446,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""I LOVE Y'ALL"""
chimelle__,383,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
PabloBerdun,264,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mov11e: One second from every episode of Game of Thrones https://t.co/RTwU9tnK0J"""
DaNielPiJao,603,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
Cody_R_Helem,1138,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @cabogie: ok but when game of thrones: brotherhood coming out?"""
kazarrii,124,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
__Stellaaaar,2314,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""No. this is terribly sad she should have never had to go through this. She should have been treated better."""
manuclinkz,41,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
ftmaezravry,931,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
jayortiz8,318,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @zachkram: Here's everything Season 8 didn't cover https://t.co/L3SvCuSy1h"""
kriss_yyyyy,549,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @tiabbea: Jon highley wanted Drogon to roast his ass. He been begging for death or peace for the last 4 seasons"""
Cierafire,158,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Good!!!!! Costume!!!!! Design!!!!!"""
PoppyTomlinson,902,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
LamaMakgalefa,271,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Sabrina_K8: #GameOfThonesFinale #GOTS8E6 #GameOfThronesFinale #GOTfinal 

Game of Thrones in a Nutshell ... https://t.co/UU4PW5n48r"""
BenBrightside,84,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
